experiment_id,tree_id,age,mean_rld_cm_cm3,radial_distance_from_stem_m,soil_depth_m,soil_depth_sum_m,rld,fine_roots_weight_kg_per_plant,medium_roots_weight_kg_per_plant,large_roots_weight_kg_per_plant,total_root_to_1m__kg_per_plant,total_toots__kg_per_plant,year,row_location
B,5,7,,1.848314607,-0.846153846,,0<RLD<0.1,,,,,,1993,
B,5,8,,0.605263158,-0.949152542,,0<RLD<0.1,,,,,,1993,
B,5,8,,0.755639098,-0.254237288,,0<RLD<0.1,,,,,,1993,
B,5,8,,0.815789474,-0.652542373,,0<RLD<0.1,,,,,,1993,
B,5,8,,0.815789474,-0.906779661,,0<RLD<0.1,,,,,,1993,
B,5,8,,1.259398496,-0.101694915,,0<RLD<0.1,,,,,,1993,
B,5,8,,1.251879699,-0.203389831,,0<RLD<0.1,,,,,,1993,
B,5,8,,1.266917293,-0.449152542,,0<RLD<0.1,,,,,,1993,
B,5,8,,1.259398496,-0.644067797,,0<RLD<0.1,,,,,,1993,
B,5,8,,1.251879699,-0.847457627,,0<RLD<0.1,,,,,,1993,
B,5,8,,1.507518797,-0.101694915,,0<RLD<0.1,,,,,,1993,
B,5,8,,1.507518797,-0.347457627,,0<RLD<0.1,,,,,,1993,
B,5,8,,1.567669173,-0.703389831,,0<RLD<0.1,,,,,,1993,
B,5,8,,1.507518797,-0.754237288,,0<RLD<0.1,,,,,,1993,
B,5,8,,1.5,-0.838983051,,0<RLD<0.1,,,,,,1993,
B,5,8,,1.567669173,-0.898305085,,0<RLD<0.1,,,,,,1993,
B,5,8,,1.687969925,-0.898305085,,0<RLD<0.1,,,,,,1993,
B,5,8,,1.80075188,-0.940677966,,0<RLD<0.1,,,,,,1993,
B,5,8,,1.80075188,-0.805084746,,0<RLD<0.1,,,,,,1993,
B,5,8,,1.703007519,-0.711864407,,0<RLD<0.1,,,,,,1993,
B,5,8,,1.808270677,-0.406779661,,0<RLD<0.1,,,,,,1993,
B,1,5,,0.493333333,-0.299145299,,0.1<RLD<0.2,,,,,,1993,
B,1,5,,0.366666667,-0.504273504,,0.1<RLD<0.2,,,,,,1993,
B,1,5,,0.986666667,-0.145299145,,0.1<RLD<0.2,,,,,,1993,
B,1,5,,0.886666667,-0.256410256,,0.1<RLD<0.2,,,,,,1993,
B,1,5,,0.986666667,-0.64957265,,0.1<RLD<0.2,,,,,,1993,
B,1,5,,1.12,-0.521367521,,0.1<RLD<0.2,,,,,,1993,
B,1,5,,1.16,-0.504273504,,0.1<RLD<0.2,,,,,,1993,
B,1,5,,1.393333333,-0.564102564,,0.1<RLD<0.2,,,,,,1993,
B,1,5,,1.386666667,-0.153846154,,0.1<RLD<0.2,,,,,,1993,
B,1,5,,1.48,-0.102564103,,0.1<RLD<0.2,,,,,,1993,
B,1,5,,2.093333333,-0.461538462,,0.1<RLD<0.2,,,,,,1993,
B,1,5,,2.273333333,-0.948717949,,0.1<RLD<0.2,,,,,,1993,
B,2,5,,0.739700375,-0.206896552,,0.1<RLD<0.2,,,,,,1993,
B,2,5,,0.837078652,-0.163793103,,0.1<RLD<0.2,,,,,,1993,
B,2,5,,1.294007491,-0.25862069,,0.1<RLD<0.2,,,,,,1993,
B,2,5,,1.436329588,-0.163793103,,0.1<RLD<0.2,,,,,,1993,
B,2,5,,1.683520599,-0.129310345,,0.1<RLD<0.2,,,,,,1993,
B,2,5,,1.428838951,-0.974137931,,0.1<RLD<0.2,,,,,,1993,
B,3,5,,0.694756554,-0.344827586,,0.1<RLD<0.2,,,,,,1993,
B,3,5,,0.702247191,-0.24137931,,0.1<RLD<0.2,,,,,,1993,
B,3,5,,0.904494382,-0.284482759,,0.1<RLD<0.2,,,,,,1993,
B,4,5,,0.28030303,-0.101694915,,0.1<RLD<0.2,,,,,,1993,
B,4,5,,0.583333333,-0.288135593,,0.1<RLD<0.2,,,,,,1993,
B,4,5,,0.590909091,-0.457627119,,0.1<RLD<0.2,,,,,,1993,
B,4,5,,0.78030303,-0.211864407,,0.1<RLD<0.2,,,,,,1993,
B,4,5,,1.037878788,-0.254237288,,0.1<RLD<0.2,,,,,,1993,
B,4,5,,1.537878788,-0.288135593,,0.1<RLD<0.2,,,,,,1993,
B,4,5,,1.696969697,-0.279661017,,0.1<RLD<0.2,,,,,,1993,
B,4,5,,1.689393939,-0.754237288,,0.1<RLD<0.2,,,,,,1993,
B,4,5,,1.681818182,-0.957627119,,0.1<RLD<0.2,,,,,,1993,
B,5,5,,0.296226415,-0.103448276,,0.1<RLD<0.2,,,,,,1993,
B,5,5,,0.288679245,-0.301724138,,0.1<RLD<0.2,,,,,,1993,
B,5,5,,0.590566038,-0.517241379,,0.1<RLD<0.2,,,,,,1993,
B,5,5,,0.749056604,-0.310344828,,0.1<RLD<0.2,,,,,,1993,
B,5,5,,1.30754717,-0.810344828,,0.1<RLD<0.2,,,,,,1993,
B,5,5,,1.3,-0.655172414,,0.1<RLD<0.2,,,,,,1993,
B,5,5,,1.405660377,-0.094827586,,0.1<RLD<0.2,,,,,,1993,
B,5,5,,1.549056604,-0.301724138,,0.1<RLD<0.2,,,,,,1993,
B,5,5,,1.609433962,-0.405172414,,0.1<RLD<0.2,,,,,,1993,
B,5,5,,1.549056604,-0.862068966,,0.1<RLD<0.2,,,,,,1993,
B,5,5,,2.1,-0.267241379,,0.1<RLD<0.2,,,,,,1993,
B,5,5,,2.605660377,-0.155172414,,0.1<RLD<0.2,,,,,,1993,
B,5,5,,2.205660377,-0.706896552,,0.1<RLD<0.2,,,,,,1993,
B,5,6,,0.19924812,-0.717948718,,0.1<RLD<0.2,,,,,,1993,
B,5,6,,0.808270677,-0.358974359,,0.1<RLD<0.2,,,,,,1993,
B,5,6,,0.80075188,-0.572649573,,0.1<RLD<0.2,,,,,,1993,
B,5,6,,0.898496241,-0.111111111,,0.1<RLD<0.2,,,,,,1993,
B,5,6,,0.898496241,-0.897435897,,0.1<RLD<0.2,,,,,,1993,
B,5,6,,1.109022556,-0.153846154,,0.1<RLD<0.2,,,,,,1993,
B,5,6,,1.101503759,-0.658119658,,0.1<RLD<0.2,,,,,,1993,
B,5,6,,1.251879699,-0.170940171,,0.1<RLD<0.2,,,,,,1993,
B,5,6,,1.34962406,-0.256410256,,0.1<RLD<0.2,,,,,,1993,
B,5,6,,1.402255639,-0.256410256,,0.1<RLD<0.2,,,,,,1993,
B,5,6,,1.34962406,-0.615384615,,0.1<RLD<0.2,,,,,,1993,
B,5,6,,1.34962406,-0.811965812,,0.1<RLD<0.2,,,,,,1993,
B,5,6,,1.65037594,-0.170940171,,0.1<RLD<0.2,,,,,,1993,
B,5,6,,1.65037594,-0.564102564,,0.1<RLD<0.2,,,,,,1993,
B,5,6,,1.65037594,-0.863247863,,0.1<RLD<0.2,,,,,,1993,
B,5,6,,1.755639098,-0.111111111,,0.1<RLD<0.2,,,,,,1993,
B,5,6,,1.748120301,-0.213675214,,0.1<RLD<0.2,,,,,,1993,
B,5,6,,1.838345865,-0.358974359,,0.1<RLD<0.2,,,,,,1993,
B,5,6,,1.853383459,-0.461538462,,0.1<RLD<0.2,,,,,,1993,
B,5,6,,2.191729323,-0.102564103,,0.1<RLD<0.2,,,,,,1993,
B,5,6,,2.191729323,-0.273504274,,0.1<RLD<0.2,,,,,,1993,
B,5,6,,2.296992481,-0.717948718,,0.1<RLD<0.2,,,,,,1993,
B,5,6,,2.394736842,-0.709401709,,0.1<RLD<0.2,,,,,,1993,
B,5,7,,0.252808989,-0.094017094,,0.1<RLD<0.2,,,,,,1993,
B,5,7,,0.252808989,-0.897435897,,0.1<RLD<0.2,,,,,,1993,
B,5,7,,0.447565543,-0.094017094,,0.1<RLD<0.2,,,,,,1993,
B,5,7,,0.904494382,-0.094017094,,0.1<RLD<0.2,,,,,,1993,
B,5,7,,1.256554307,-0.094017094,,0.1<RLD<0.2,,,,,,1993,
B,5,7,,1.196629213,-0.341880342,,0.1<RLD<0.2,,,,,,1993,
B,5,7,,1.458801498,-0.538461538,,0.1<RLD<0.2,,,,,,1993,
B,5,7,,1.848314607,-0.153846154,,0.1<RLD<0.2,,,,,,1993,
B,5,7,,1.848314607,-0.700854701,,0.1<RLD<0.2,,,,,,1993,
B,5,7,,1.998127341,-0.299145299,,0.1<RLD<0.2,,,,,,1993,
B,5,7,,2.005617978,-0.803418803,,0.1<RLD<0.2,,,,,,1993,
B,5,8,,0.605263158,-0.457627119,,0.1<RLD<0.2,,,,,,1993,
B,5,8,,0.755639098,-0.449152542,,0.1<RLD<0.2,,,,,,1993,
B,5,8,,0.755639098,-0.101694915,,0.1<RLD<0.2,,,,,,1993,
B,5,8,,0.815789474,-0.101694915,,0.1<RLD<0.2,,,,,,1993,
B,5,8,,0.763157895,-0.661016949,,0.1<RLD<0.2,,,,,,1993,
B,5,8,,0.755639098,-0.762711864,,0.1<RLD<0.2,,,,,,1993,
B,5,8,,1.507518797,-0.542372881,,0.1<RLD<0.2,,,,,,1993,
B,5,8,,1.545112782,-0.516949153,,0.1<RLD<0.2,,,,,,1993,
B,5,8,,1.703007519,-0.296610169,,0.1<RLD<0.2,,,,,,1993,
B,5,8,,0.815789474,-0.203389831,,0.1<RLD<0.2,,,,,,1993,
B,2,5,,1.18164794,-0.163793103,,0.2<RLD,,,,,,1993,
B,3,5,,0.492509363,-0.137931034,,0.2<RLD,,,,,,1993,
B,3,5,,0.5,-0.293103448,,0.2<RLD,,,,,,1993,
B,4,5,,0.583333333,-0.144067797,,0.2<RLD,,,,,,1993,
B,4,5,,0.78030303,-0.101694915,,0.2<RLD,,,,,,1993,
B,4,5,,0.787878788,-0.406779661,,0.2<RLD,,,,,,1993,
B,4,5,,0.787878788,-0.601694915,,0.2<RLD,,,,,,1993,
B,5,5,,0.590566038,-0.146551724,,0.2<RLD,,,,,,1993,
B,5,5,,0.590566038,-0.310344828,,0.2<RLD,,,,,,1993,
B,5,5,,0.598113208,-0.603448276,,0.2<RLD,,,,,,1993,
B,5,5,,0.598113208,-0.862068966,,0.2<RLD,,,,,,1993,
B,5,5,,0.756603774,-0.155172414,,0.2<RLD,,,,,,1993,
B,5,5,,1.149056604,-0.155172414,,0.2<RLD,,,,,,1993,
B,5,5,,1.3,-0.103448276,,0.2<RLD,,,,,,1993,
B,5,5,,1.3,-0.344827586,,0.2<RLD,,,,,,1993,
B,5,5,,1.149056604,-0.5,,0.2<RLD,,,,,,1993,
B,5,5,,1.29245283,-0.922413793,,0.2<RLD,,,,,,1993,
B,5,5,,1.601886792,-0.267241379,,0.2<RLD,,,,,,1993,
B,5,5,,1.601886792,-0.612068966,,0.2<RLD,,,,,,1993,
B,5,6,,0.191729323,-0.316239316,,0.2<RLD,,,,,,1993,
B,5,6,,0.80075188,-0.914529915,,0.2<RLD,,,,,,1993,
B,5,6,,0.906015038,-0.564102564,,0.2<RLD,,,,,,1993,
B,5,6,,1.101503759,-0.264957265,,0.2<RLD,,,,,,1993,
B,5,6,,1.695488722,-0.358974359,,0.2<RLD,,,,,,1993,
B,5,6,,1.755639098,-0.666666667,,0.2<RLD,,,,,,1993,
B,5,6,,2.146616541,-0.153846154,,0.2<RLD,,,,,,1993,
B,5,6,,2.19924812,-0.222222222,,0.2<RLD,,,,,,1993,
B,5,6,,2.402255639,-0.153846154,,0.2<RLD,,,,,,1993,
B,5,6,,2.402255639,-0.307692308,,0.2<RLD,,,,,,1993,
B,5,6,,2.402255639,-0.512820513,,0.2<RLD,,,,,,1993,
B,5,7,,0.252808989,-0.239316239,,0.2<RLD,,,,,,1993,
B,5,7,,1.458801498,-0.299145299,,0.2<RLD,,,,,,1993,
B,5,7,,1.451310861,-0.752136752,,0.2<RLD,,,,,,1993,
B,5,7,,2.005617978,-0.153846154,,0.2<RLD,,,,,,1993,
B,5,7,,2.013108614,-0.606837607,,0.2<RLD,,,,,,1993,
B,5,8,,0.605263158,-0.161016949,,0.2<RLD,,,,,,1993,
B,5,8,,0.815789474,-0.466101695,,0.2<RLD,,,,,,1993,
B,5,8,,1.567669173,-0.161016949,,0.2<RLD,,,,,,1993,
B,5,8,,1.560150376,-0.305084746,,0.2<RLD,,,,,,1993,
B,5,8,,1.710526316,-0.101694915,,0.2<RLD,,,,,,1993,
B,5,8,,1.815789474,-0.152542373,,0.2<RLD,,,,,,1993,
B,5,8,,1.808270677,-0.610169492,,0.2<RLD,,,,,,1993,
B,1,5,0.120535714,0.6,-0.147301587,,,,,,,,1997,
B,1,5,0.1375,0.6,-0.29968254,,,,,,,,1997,
B,1,5,0.072321429,0.6,-0.444444444,,,,,,,,1997,
B,1,5,0.030357143,0.6,-0.596825397,,,,,,,,1997,
B,1,5,0.009821429,0.6,-0.749206349,,,,,,,,1997,
B,1,5,0.025,0.6,-0.901587302,,,,,,,,1997,
B,1,5,0.125,1.2,-0.144761905,,,,,,,,1997,
B,1,5,0.058928571,1.2,-0.297142857,,,,,,,,1997,
B,1,5,0.059821429,1.2,-0.446984127,,,,,,,,1997,
B,1,5,0.059821429,1.2,-0.596825397,,,,,,,,1997,
B,1,5,0.026785714,1.2,-0.899047619,,,,,,,,1997,
B,1,5,0.03125,1.8,-0.147301587,,,,,,,,1997,
B,1,5,0.021428571,1.8,-0.297142857,,,,,,,,1997,
B,1,5,0.015178571,1.8,-0.444444444,,,,,,,,1997,
B,1,5,0.00625,1.8,-0.596825397,,,,,,,,1997,
B,1,5,0.003571429,1.8,-0.749206349,,,,,,,,1997,
B,1,5,0.003571429,1.8,-0.899047619,,,,,,,,1997,
B,3,5,0.207142857,0.6,-0.144101124,,,,,,,,1997,
B,3,5,0.19375,0.6,-0.295786517,,,,,,,,1997,
B,3,5,0.180357143,0.6,-0.44747191,,,,,,,,1997,
B,3,5,0.073214286,0.6,-0.599157303,,,,,,,,1997,
B,3,5,0.014285714,0.6,-0.748314607,,,,,,,,1997,
B,3,5,0.008035714,0.6,-0.9,,,,,,,,1997,
B,3,5,0.016964286,1.2,-0.144101124,,,,,,,,1997,
B,3,5,0.066964286,1.2,-0.295786517,,,,,,,,1997,
B,3,5,0.01875,1.2,-0.44747191,,,,,,,,1997,
B,3,5,0.008035714,1.2,-0.750842697,,,,,,,,1997,
B,3,5,0.022321429,1.2,-0.89747191,,,,,,,,1997,
B,3,5,0.009821429,1.8,-0.146629213,,,,,,,,1997,
B,3,5,0.04375,1.8,-0.295786517,,,,,,,,1997,
B,3,5,0.013392857,1.8,-0.44494382,,,,,,,,1997,
B,3,5,0.028571429,1.8,-0.750842697,,,,,,,,1997,
B,3,5,0.032142857,1.8,-0.89494382,,,,,,,,1997,
B,3,5,0,1.8,-0.596629213,,,,,,,,1997,
B,5,5,0.124550898,0.6,-0.149367089,,,,,,,,1997,
B,5,5,0.129041916,0.6,-0.298734177,,,,,,,,1997,
B,5,5,0.149700599,0.6,-0.6,,,,,,,,1997,
B,5,5,0.109281437,0.6,-0.901265823,,,,,,,,1997,
B,5,5,0.071556886,0.6,-0.44556962,,,,,,,,1997,
B,5,5,0.025748503,0.6,-0.749367089,,,,,,,,1997,
B,5,5,0.140718563,1.2,-0.146835443,,,,,,,,1997,
B,5,5,0.148802395,1.2,-0.298734177,,,,,,,,1997,
B,5,5,0.106586826,1.2,-0.44556962,,,,,,,,1997,
B,5,5,0.082335329,1.2,-0.6,,,,,,,,1997,
B,5,5,0.039221557,1.2,-0.749367089,,,,,,,,1997,
B,5,5,0.099401198,1.2,-0.898734177,,,,,,,,1997,
B,5,5,0.061676647,1.8,-0.151898734,,,,,,,,1997,
B,5,5,0.133532934,1.8,-0.301265823,,,,,,,,1997,
B,5,5,0.058083832,1.8,-0.448101266,,,,,,,,1997,
B,5,5,0.111976048,1.8,-0.597468354,,,,,,,,1997,
B,5,5,0.021257485,1.8,-0.749367089,,,,,,,,1997,
B,5,5,0.049101796,1.8,-0.896202532,,,,,,,,1997,
B,7,5,0.181531532,0.6,-0.150127226,,,,,,,,1997,
B,7,5,0.12027027,0.6,-0.44783715,,,,,,,,1997,
B,7,5,0.057207207,0.6,-0.600508906,,,,,,,,1997,
B,7,5,0.071621622,0.6,-0.750636132,,,,,,,,1997,
B,7,5,0.018468468,0.6,-0.297709924,,,,,,,,1997,
B,7,5,0.018468468,0.6,-0.903307888,,,,,,,,1997,
B,7,5,0.164414414,1.2,-0.297709924,,,,,,,,1997,
B,7,5,0.122072072,1.2,-0.753180662,,,,,,,,1997,
B,7,5,0.075225225,1.2,-0.600508906,,,,,,,,1997,
B,7,5,0.037387387,1.2,-0.44783715,,,,,,,,1997,
B,7,5,0.067117117,1.2,-0.147582697,,,,,,,,1997,
B,7,5,0.02027027,1.2,-0.905852417,,,,,,,,1997,
B,7,5,0.24009009,1.8,-0.145038168,,,,,,,,1997,
B,7,5,0.225675676,1.8,-0.295165394,,,,,,,,1997,
B,7,5,0.187837838,1.8,-0.600508906,,,,,,,,1997,
B,7,5,0.083333333,1.8,-0.753180662,,,,,,,,1997,
B,7,5,0.053603604,1.8,-0.900763359,,,,,,,,1997,
B,7,5,0.045495495,1.8,-0.445292621,,,,,,,,1997,
B,1,9,0.67167382,0.75,-0.122807018,,,,,,,,1997,
B,1,9,0.221030043,0.75,-0.518796992,,,,,,,,1997,
B,1,9,0.092274678,0.75,-0.922305764,,,,,,,,1997,
B,1,9,0.553648069,0.75,-0.323308271,,,,,,,,1997,
B,1,9,0.199570815,0.75,-0.726817043,,,,,,,,1997,
B,1,9,0.778969957,1.5,-0.127819549,,,,,,,,1997,within row
B,1,9,0.521459227,1.5,-0.323308271,,,,,,,,1997,within row
B,1,9,0.403433476,1.5,-0.521303258,,,,,,,,1997,within row
B,1,9,0.178111588,1.5,-0.724310777,,,,,,,,1997,within row
B,1,9,0.296137339,1.5,-0.92481203,,,,,,,,1997,within row
B,1,9,1.819742489,1.5,-0.125313283,,,,,,,,1997,between row
B,1,9,1.057939914,1.5,-0.323308271,,,,,,,,1997,between row
B,1,9,0.693133047,1.5,-0.518796992,,,,,,,,1997,between row
B,1,9,0.403433476,1.5,-0.724310777,,,,,,,,1997,between row
B,1,9,0.231759657,1.5,-0.92481203,,,,,,,,1997,between row
B,1,9,2.796137339,2.25,-0.122807018,,,,,,,,1997,
B,1,9,1.519313305,2.25,-0.323308271,,,,,,,,1997,
B,1,9,0.950643777,2.25,-0.518796992,,,,,,,,1997,
B,1,9,0.113733906,2.25,-0.92481203,,,,,,,,1997,
B,3,9,0.404255319,0.75,-0.123115578,,,,,,,,1997,
B,3,9,0.531914894,0.75,-0.329145729,,,,,,,,1997,
B,3,9,0.159574468,0.75,-0.527638191,,,,,,,,1997,
B,3,9,0.117021277,0.75,-0.726130653,,,,,,,,1997,
B,3,9,0.106382979,0.75,-0.929648241,,,,,,,,1997,
B,3,9,2.319148936,1.5,-0.125628141,,,,,,,,1997,between row
B,3,9,1.521276596,1.5,-0.324120603,,,,,,,,1997,between row
B,3,9,0.776595745,1.5,-0.525125628,,,,,,,,1997,between row
B,3,9,0.436170213,1.5,-0.728643216,,,,,,,,1997,between row
B,3,9,0.159574468,1.5,-0.932160804,,,,,,,,1997,between row
B,5,9,0.692307692,0.75,-0.123425693,,,,,,,,1997,
B,5,9,0.19017094,0.75,-0.725440806,,,,,,,,1997,
B,5,9,0.222222222,0.75,-0.926952141,,,,,,,,1997,
B,5,9,0.232905983,0.75,-0.523929471,,,,,,,,1997,
B,5,9,0.777777778,1.5,-0.123425693,,,,,,,,1997,within row
B,5,9,0.692307692,1.5,-0.322418136,,,,,,,,1997,within row
B,5,9,0.275641026,1.5,-0.523929471,,,,,,,,1997,within row
B,5,9,0.072649573,1.5,-0.725440806,,,,,,,,1997,within row
B,5,9,0.126068376,1.5,-0.924433249,,,,,,,,1997,within row
B,5,9,1.215811966,1.5,-0.123425693,,,,,,,,1997,between row
B,5,9,0.841880342,1.5,-0.324937028,,,,,,,,1997,between row
B,5,9,0.542735043,1.5,-0.523929471,,,,,,,,1997,between row
B,5,9,0.286324786,1.5,-0.725440806,,,,,,,,1997,between row
B,5,9,0.211538462,1.5,-0.924433249,,,,,,,,1997,between row
B,5,9,2.05982906,2.25,-0.120906801,,,,,,,,1997,
B,5,9,1.002136752,2.25,-0.322418136,,,,,,,,1997,
B,5,9,0.617521368,2.25,-0.521410579,,,,,,,,1997,
B,5,9,0.33974359,2.25,-0.722921914,,,,,,,,1997,
B,5,9,0.275641026,2.25,-0.926952141,,,,,,,,1997,
B,7,9,0.670940171,0.75,-0.123115578,,,,,,,,1997,
B,7,9,1.247863248,0.75,-0.324120603,,,,,,,,1997,
B,7,9,0.617521368,0.75,-0.525125628,,,,,,,,1997,
B,7,9,0.361111111,0.75,-0.726130653,,,,,,,,1997,
B,7,9,0.532051282,0.75,-0.922110553,,,,,,,,1997,
B,7,9,1.429487179,1.5,-0.123115578,,,,,,,,1997,between row
B,7,9,1.194444444,1.5,-0.324120603,,,,,,,,1997,between row
B,7,9,0.713675214,1.5,-0.525125628,,,,,,,,1997,between row
B,7,9,0.5,1.5,-0.721105528,,,,,,,,1997,between row
B,7,9,0.574786325,1.5,-0.924623116,,,,,,,,1997,between row
